Number,City,Gender,Age,Income,Illness
1434,Dallas,Male,34,52452.0,No
1435,Dallas,Male,48,54160.0,No
1436,Dallas,Male,60,45012.0,No
1437,Dallas,Female,29,31462.0,No
1438,Dallas,Female,33,35937.0,No
1439,Dallas,Male,52,49678.0,No
1440,Dallas,Male,52,43907.0,No
1441,Dallas,Female,37,22088.0,Yes
1442,Dallas,Male,35,53083.0,No
1443,Dallas,Female,52,36241.0,No
1444,Dallas,Male,39,38074.0,No
1445,Dallas,Male,30,46100.0,No
1446,Dallas,Female,40,46437.0,No
1447,Dallas,Female,56,35024.0,No
1448,Dallas,Male,37,71308.0,No
1449,Dallas,Female,28,31706.0,No
1450,Dallas,Male,50,49535.0,No
1451,Dallas,Female,58,43099.0,No
1452,Dallas,Female,40,39684.0,No
1453,Dallas,Female,55,32330.0,No
1454,Dallas,Female,38,27551.0,No
1455,Dallas,Male,43,44748.0,No
1456,Dallas,Female,35,32093.0,No
1457,Dallas,Male,27,47566.0,No
1458,Dallas,Male,51,53306.0,No
1459,Dallas,Male,37,66803.0,No
1460,Dallas,Male,41,56620.0,No
1461,Dallas,Male,53,49212.0,No
1462,Dallas,Female,47,42866.0,No
1463,Dallas,Male,34,64117.0,No
1464,Dallas,Male,28,40089.0,No
1465,Dallas,Male,28,50937.0,No
1466,Dallas,Male,42,42311.0,Yes
1467,Dallas,Female,61,29075.0,No
1468,Dallas,Female,57,49827.0,No
1469,Dallas,Female,35,45270.0,No
1470,Dallas,Male,36,49767.0,No
1471,Dallas,Male,51,55404.0,No
1472,Dallas,Male,28,54981.0,No
1473,Dallas,Female,42,42005.0,No
1474,Dallas,Female,32,37674.0,No
1475,Dallas,Male,57,41872.0,No
1476,Dallas,Male,34,53469.0,No
1477,Dallas,Female,35,29205.0,No
1478,Dallas,Male,59,42822.0,No
1479,Dallas,Female,40,33303.0,No
1480,Dallas,Male,25,45951.0,Yes
1481,Dallas,Male,51,43683.0,No
1482,Dallas,Female,60,37472.0,No
1483,Dallas,Male,54,52047.0,No
1484,Dallas,Female,63,57255.0,No
1485,Dallas,Female,57,27806.0,No
1486,Dallas,Male,61,42382.0,Yes
1487,Dallas,Male,47,35831.0,No
1488,Dallas,Male,31,56836.0,No
1489,Dallas,Male,45,53660.0,No
1490,Dallas,Male,47,52946.0,No
1491,Dallas,Female,60,42333.0,No
1492,Dallas,Male,44,57373.0,No
1493,Dallas,Male,28,62618.0,No
1494,Dallas,Female,64,61073.0,No
1495,Dallas,Male,28,45837.0,No
1496,Dallas,Male,27,38253.0,No
1497,Dallas,Female,59,42363.0,No
1498,Dallas,Male,55,56337.0,No
1499,Dallas,Male,52,55803.0,No
1500,Dallas,Male,64,51566.0,No
1501,Dallas,Female,58,50721.0,Yes
1502,Dallas,Female,27,45712.0,No
1503,Dallas,Male,38,47051.0,Yes
1504,Dallas,Male,62,70006.0,No
1505,Dallas,Female,29,39080.0,No
1506,Dallas,Female,27,44698.0,No
1507,Dallas,Male,34,31464.0,No
1508,Dallas,Male,28,52455.0,No
1509,Dallas,Female,38,25018.0,No
1510,Dallas,Male,37,39336.0,Yes
1511,Dallas,Male,63,57909.0,No
1512,Dallas,Male,53,58805.0,No
1513,Dallas,Male,34,25664.0,No
1514,Dallas,Female,50,39539.0,No
1515,Dallas,Female,31,44794.0,No
1516,Dallas,Male,40,40046.0,No
1517,Dallas,Male,31,52079.0,No
1518,Dallas,Female,45,32377.0,No
1519,Dallas,Female,53,35501.0,No
1520,Dallas,Female,53,49786.0,No
1521,Dallas,Male,27,59337.0,No
1522,Dallas,Female,54,33468.0,No
1523,Dallas,Female,64,45185.0,No
1524,Dallas,Male,34,31710.0,No
1525,Dallas,Male,38,33051.0,No
1526,Dallas,Male,37,36313.0,No
1527,Dallas,Female,55,37702.0,No
1528,Dallas,Male,38,45190.0,No
1529,Dallas,Male,47,48849.0,No
1530,Dallas,Female,47,32827.0,No
1531,Dallas,Male,48,50110.0,Yes
1532,Dallas,Male,55,38563.0,No
1533,Dallas,Female,49,50722.0,No
1534,Dallas,Female,46,51550.0,No
1535,Dallas,Male,61,53119.0,No
1536,Dallas,Male,37,51119.0,No
1537,Dallas,Male,43,43044.0,No
1538,Dallas,Female,48,28689.0,No
1539,Dallas,Female,35,45610.0,No
1540,Dallas,Male,34,68974.0,No
1541,Dallas,Male,43,53841.0,No
1542,Dallas,Female,41,32459.0,No
1543,Dallas,Male,39,69983.0,No
1544,Dallas,Female,26,50625.0,No
1545,Dallas,Female,26,31879.0,No
1546,Dallas,Male,59,54318.0,Yes
1547,Dallas,Male,55,61760.0,No
1548,Dallas,Male,48,50011.0,No
1549,Dallas,Female,63,49772.0,No
1550,Dallas,Female,38,45269.0,No
1551,Dallas,Male,49,44323.0,No
1552,Dallas,Female,37,50420.0,No
1553,Dallas,Female,65,43790.0,No
1554,Dallas,Female,63,29142.0,No
1555,Dallas,Male,34,62867.0,No
1556,Dallas,Female,30,25085.0,No
1557,Dallas,Male,29,41513.0,No
1558,Dallas,Female,53,56270.0,No
1559,Dallas,Male,49,51383.0,No
1560,Dallas,Female,35,40530.0,No
1561,Dallas,Male,51,46318.0,No
1562,Dallas,Male,27,50375.0,No
1563,Dallas,Male,61,27627.0,No
1564,Dallas,Female,65,38193.0,Yes
1565,Dallas,Female,52,46154.0,No
1566,Dallas,Male,33,52088.0,No
1567,Dallas,Male,63,43584.0,No
1568,Dallas,Male,55,65544.0,No
1569,Dallas,Male,48,60712.0,No
1570,Dallas,Male,57,47954.0,No
1571,Dallas,Male,29,37401.0,Yes
1572,Dallas,Male,33,49876.0,No
1573,Dallas,Female,36,52140.0,No
1574,Dallas,Female,38,26366.0,No
1575,Dallas,Male,32,60524.0,No
1576,Dallas,Female,57,34599.0,No
1577,Dallas,Male,54,45802.0,No
1578,Dallas,Male,43,42184.0,Yes
1579,Dallas,Female,44,42883.0,No
1580,Dallas,Female,48,22319.0,No
1581,Dallas,Male,28,62717.0,Yes
1582,Dallas,Male,54,38486.0,No
1583,Dallas,Male,53,58065.0,No
1584,Dallas,Male,27,49214.0,No
1585,Dallas,Male,35,39758.0,No
1586,Dallas,Female,36,41111.0,No
1587,Dallas,Male,40,44838.0,No
1588,Dallas,Female,29,18470.0,No
1589,Dallas,Female,38,41574.0,No
1590,Dallas,Female,42,44873.0,No
1591,Dallas,Male,53,48153.0,No
1592,Dallas,Female,49,34558.0,No
1593,Dallas,Male,42,52348.0,No
1594,Dallas,Male,31,58966.0,No
1595,Dallas,Female,38,52754.0,No
1596,Dallas,Female,54,56834.0,No
1597,Dallas,Male,60,56026.0,No
1598,Dallas,Male,27,71299.0,No
1599,Dallas,Male,28,49588.0,No
1600,Dallas,Male,56,44941.0,No
1601,Dallas,Male,28,37421.0,No
1602,Dallas,Female,42,40273.0,No
1603,Dallas,Male,26,43586.0,No
1604,Dallas,Male,54,50726.0,No
1605,Dallas,Male,53,32234.0,No
1606,Dallas,Female,57,61265.0,No
1607,Dallas,Female,50,41520.0,No
1608,Dallas,Female,37,60390.0,No
1609,Dallas,Male,43,62881.0,No
1610,Dallas,Female,32,27182.0,No
1611,Dallas,Male,26,59758.0,No
1612,Dallas,Male,54,48842.0,No
1613,Dallas,Male,62,47975.0,No
1614,Dallas,Male,26,46736.0,No
1615,Dallas,Female,29,60260.0,No
1616,Dallas,Male,31,59396.0,No
1617,Dallas,Female,38,59727.0,No
1618,Dallas,Female,53,36957.0,No
1619,Dallas,Female,51,39206.0,No
1620,Dallas,Female,55,57027.0,No
1621,Dallas,Male,25,32007.0,No
1622,Dallas,Male,52,43058.0,No
1623,Dallas,Female,54,49644.0,No
1624,Dallas,Female,49,42949.0,No
1625,Dallas,Male,65,39134.0,No
1626,Dallas,Female,38,64327.0,No
1627,Dallas,Male,62,46285.0,No
1628,Dallas,Male,56,43789.0,No
1629,Dallas,Female,53,39665.0,No
1630,Dallas,Female,52,33457.0,No
1631,Dallas,Male,52,48960.0,No
1632,Dallas,Male,46,43791.0,No
1633,Dallas,Male,44,62242.0,No
1634,Dallas,Male,51,61527.0,No
1635,Dallas,Male,33,44051.0,No
1636,Dallas,Female,26,44494.0,Yes
1637,Dallas,Male,56,58628.0,No
1638,Dallas,Female,53,47634.0,No
1639,Dallas,Male,43,50447.0,No
1640,Dallas,Male,39,55074.0,No
1641,Dallas,Female,50,55542.0,No
1642,Dallas,Female,49,45068.0,Yes
1643,Dallas,Female,63,33450.0,No
1644,Dallas,Male,44,48021.0,No
1645,Dallas,Male,29,61911.0,No
1646,Dallas,Male,40,44320.0,No
1647,Dallas,Male,28,43211.0,No
1648,Dallas,Female,49,24910.0,No
1649,Dallas,Male,53,27825.0,No
1650,Dallas,Male,39,44151.0,No
1651,Dallas,Male,35,64425.0,No
1652,Dallas,Male,49,54949.0,No
1653,Dallas,Male,63,33625.0,No
1654,Dallas,Male,42,48813.0,No
1655,Dallas,Male,44,32873.0,No
1656,Dallas,Female,51,40455.0,No
1657,Dallas,Female,64,40683.0,No
1658,Dallas,Male,54,61299.0,Yes
1659,Dallas,Female,42,52720.0,No
1660,Dallas,Female,52,42194.0,No
1661,Dallas,Female,51,60513.0,No
1662,Dallas,Male,56,31748.0,No
1663,Dallas,Female,25,49124.0,No
1664,Dallas,Female,64,35142.0,No
1665,Dallas,Male,42,62995.0,No
1666,Dallas,Female,47,25690.0,No
1667,Dallas,Female,64,41046.0,No
1668,Dallas,Female,52,38226.0,Yes
1669,Dallas,Female,65,44449.0,No
1670,Dallas,Male,30,67815.0,No
1671,Dallas,Female,30,30927.0,Yes
1672,Dallas,Male,34,50851.0,No
1673,Dallas,Male,43,63588.0,No
1674,Dallas,Male,54,55624.0,No
1675,Dallas,Female,64,58870.0,Yes
1676,Dallas,Female,46,37292.0,No
1677,Dallas,Female,44,28466.0,Yes
1678,Dallas,Female,44,49255.0,No
1679,Dallas,Female,35,42013.0,No
1680,Dallas,Male,61,63801.0,No
1681,Dallas,Male,52,49660.0,No
1682,Dallas,Male,58,62827.0,No
1683,Dallas,Female,51,48722.0,No
1684,Dallas,Female,61,17003.0,Yes
1685,Dallas,Female,46,38413.0,No
1686,Dallas,Male,54,34287.0,No
1687,Dallas,Female,28,27723.0,No
1688,Dallas,Male,45,49750.0,No
1689,Dallas,Male,48,53226.0,No
1690,Dallas,Female,59,45009.0,No
1691,Dallas,Female,36,26247.0,No
1692,Dallas,Female,47,29717.0,No
1693,Dallas,Male,62,58181.0,Yes
1694,Dallas,Female,46,27271.0,No
1695,Dallas,Female,49,45569.0,No
1696,Dallas,Female,29,45366.0,Yes
1697,Dallas,Male,51,48183.0,No
1698,Dallas,Male,53,57190.0,No
1699,Dallas,Male,45,55175.0,No
1700,Dallas,Male,57,49245.0,No
1701,Dallas,Male,45,51680.0,No
1702,Dallas,Male,26,48815.0,No
1703,Dallas,Female,41,36209.0,No
1704,Dallas,Female,36,55205.0,No
1705,Dallas,Male,34,44447.0,No
1706,Dallas,Female,52,53619.0,No
1707,Dallas,Male,29,46071.0,No
1708,Dallas,Female,46,33789.0,No
1709,Dallas,Male,30,55497.0,No
1710,Dallas,Male,35,41518.0,No
1711,Dallas,Female,43,33976.0,No
1712,Dallas,Male,53,60702.0,No
1713,Dallas,Male,46,50768.0,No
1714,Dallas,Female,45,48762.0,Yes
1715,Dallas,Male,64,63072.0,No
1716,Dallas,Male,31,32620.0,No
1717,Dallas,Female,55,16118.0,No
1718,Dallas,Male,64,34130.0,No
1719,Dallas,Male,52,55210.0,No
1720,Dallas,Female,26,61278.0,No
1721,Dallas,Female,27,43140.0,No
1722,Dallas,Female,62,43046.0,Yes
1723,Dallas,Male,58,44974.0,No
1724,Dallas,Male,46,66204.0,No
1725,Dallas,Male,43,46079.0,No
1726,Dallas,Male,60,52620.0,No
1727,Dallas,Female,52,35108.0,No
1728,Dallas,Male,26,58066.0,Yes
1729,Dallas,Male,57,40682.0,No
1730,Dallas,Female,52,26545.0,No
1731,Dallas,Female,62,37155.0,No
1732,Dallas,Female,33,33275.0,No
1733,Dallas,Male,42,43995.0,No
1734,Dallas,Male,55,50151.0,No
1735,Dallas,Female,65,23579.0,No
1736,Dallas,Male,48,56399.0,No
1737,Dallas,Male,60,46280.0,No
1738,Dallas,Male,49,42912.0,No
1739,Dallas,Female,43,41792.0,No
1740,Dallas,Male,33,58846.0,No
1741,Dallas,Male,31,45347.0,No
1742,Dallas,Male,51,38031.0,No
1743,Dallas,Female,40,40604.0,No
1744,Dallas,Male,64,62299.0,No
1745,Dallas,Male,35,38351.0,No
1746,Dallas,Male,45,55898.0,No
1747,Dallas,Male,53,57956.0,No
1748,Dallas,Female,43,22302.0,Yes
1749,Dallas,Female,26,32130.0,No
1750,Dallas,Male,48,39598.0,No
1751,Dallas,Male,57,51511.0,No
1752,Dallas,Male,61,53191.0,No
1753,Dallas,Male,65,54554.0,No
1754,Dallas,Male,26,55624.0,No
1755,Dallas,Male,30,37417.0,No
1756,Dallas,Male,46,36383.0,No
1757,Dallas,Male,46,47437.0,No
1758,Dallas,Male,26,35201.0,Yes
1759,Dallas,Female,30,54870.0,No
1760,Dallas,Female,25,37213.0,No
1761,Dallas,Female,36,53794.0,No
1762,Dallas,Male,36,45549.0,No
1763,Dallas,Male,40,55886.0,No
1764,Dallas,Female,26,60915.0,No
1765,Dallas,Male,25,52358.0,No
1766,Dallas,Male,38,44331.0,No
1767,Dallas,Female,30,53142.0,Yes
1768,Dallas,Male,38,51704.0,No
1769,Dallas,Female,61,38092.0,No
1770,Dallas,Male,45,49505.0,Yes
1771,Dallas,Female,39,37753.0,No
1772,Dallas,Female,61,39761.0,No
1773,Dallas,Female,44,37525.0,No
1774,Dallas,Female,54,59257.0,No
1775,Dallas,Male,51,38145.0,Yes
1776,Dallas,Female,44,38652.0,No
1777,Dallas,Male,35,46872.0,No
1778,Dallas,Male,49,60014.0,No
1779,Dallas,Male,60,57282.0,No
1780,Dallas,Male,53,47446.0,No
1781,Dallas,Female,37,48388.0,No
1782,Dallas,Female,41,37061.0,No
1783,Dallas,Male,61,56585.0,No
1784,Dallas,Female,27,36819.0,No
1785,Dallas,Female,44,49327.0,No
1786,Dallas,Male,30,35886.0,No
1787,Dallas,Female,37,51418.0,No
1788,Dallas,Male,33,23166.0,No
1789,Dallas,Female,31,29132.0,No
1790,Dallas,Female,42,54918.0,No
1791,Dallas,Female,54,47356.0,No
1792,Dallas,Female,57,33115.0,No
1793,Dallas,Female,52,53295.0,No
1794,Dallas,Male,42,57241.0,No
1795,Dallas,Male,26,43694.0,No
1796,Dallas,Male,57,51584.0,No
1797,Dallas,Female,38,33633.0,No
1798,Dallas,Male,28,46061.0,No
1799,Dallas,Male,46,66606.0,No
1800,Dallas,Female,64,39594.0,No
1801,Dallas,Male,40,52669.0,No
1802,Dallas,Male,56,48441.0,No
1803,Dallas,Male,36,46689.0,No
1804,Dallas,Male,38,34038.0,No
1805,Dallas,Male,46,46460.0,No
1806,Dallas,Female,43,33921.0,No
1807,Dallas,Male,29,51148.0,No
1808,Dallas,Female,42,51984.0,Yes
1809,Dallas,Male,32,43947.0,No
1810,Dallas,Male,38,60958.0,No
1811,Dallas,Male,42,65007.0,No
1812,Dallas,Female,64,43507.0,No
1813,Dallas,Male,42,56428.0,No
1814,Dallas,Female,62,38922.0,No
1815,Dallas,Male,32,47265.0,Yes
1816,Dallas,Female,64,34667.0,No
1817,Dallas,Female,35,52473.0,No
1818,Dallas,Female,57,51354.0,No
1819,Dallas,Male,43,56398.0,Yes
1820,Dallas,Male,54,64900.0,No
1821,Dallas,Male,50,47889.0,No
1822,Dallas,Male,64,68050.0,No
1823,Dallas,Female,60,34351.0,No
1824,Dallas,Male,50,36786.0,No
1825,Dallas,Male,37,41077.0,No
1826,Dallas,Female,59,8182.0,No
1827,Dallas,Female,58,38791.0,No
1828,Dallas,Male,41,54326.0,No
1829,Dallas,Female,31,33172.0,No
1830,Dallas,Female,50,41497.0,No
1831,Dallas,Male,48,63338.0,No
1832,Dallas,Female,50,33310.0,No
1833,Dallas,Male,44,38333.0,No
1834,Dallas,Female,34,28017.0,No
1835,Dallas,Male,51,55196.0,No
1836,Dallas,Male,30,59049.0,No
1837,Dallas,Female,33,47102.0,No
1838,Dallas,Male,59,50134.0,No
1839,Dallas,Female,55,38572.0,No
1840,Dallas,Female,56,44132.0,No
1841,Dallas,Male,26,59309.0,No
1842,Dallas,Male,44,53885.0,No
1843,Dallas,Female,34,36256.0,No
1844,Dallas,Female,44,52585.0,Yes
1845,Dallas,Female,43,53458.0,No
1846,Dallas,Female,64,54716.0,No
1847,Dallas,Female,38,44648.0,No
1848,Dallas,Male,32,54138.0,No
1849,Dallas,Female,53,37155.0,No
1850,Dallas,Male,50,65164.0,No
1851,Dallas,Female,42,36894.0,No
1852,Dallas,Female,62,33126.0,No
1853,Dallas,Female,59,42196.0,No
1854,Dallas,Male,33,47704.0,No
1855,Dallas,Female,51,35120.0,No
1856,Dallas,Male,26,44508.0,No
1857,Dallas,Male,35,32397.0,No
1858,Dallas,Male,60,48923.0,No
1859,Dallas,Male,33,40328.0,No
1860,Dallas,Male,59,40146.0,No
1861,Dallas,Male,60,56374.0,No
1862,Dallas,Male,49,29622.0,No
1863,Dallas,Female,61,34185.0,No
1864,Dallas,Male,40,64380.0,No
1865,Dallas,Female,43,36235.0,No
1866,Dallas,Male,63,43044.0,No
1867,Dallas,Male,56,60834.0,No
1868,Dallas,Female,58,41516.0,No
1869,Dallas,Male,41,46451.0,No
1870,Dallas,Male,33,61990.0,No
1871,Dallas,Male,25,34793.0,No
1872,Dallas,Male,60,45948.0,No
1873,Dallas,Male,41,41238.0,No
1874,Dallas,Male,58,55913.0,No
1875,Dallas,Female,33,41686.0,No
1876,Dallas,Female,61,48220.0,No
1877,Dallas,Female,61,44683.0,No
1878,Dallas,Female,39,36207.0,No
1879,Dallas,Female,54,48463.0,No
1880,Dallas,Female,50,42488.0,No
1881,Dallas,Male,62,76675.0,No
1882,Dallas,Female,48,29830.0,No
1883,Dallas,Male,63,54713.0,No
1884,Dallas,Male,52,42129.0,No
1885,Dallas,Male,27,33220.0,No
1886,Dallas,Male,60,71091.0,No
1887,Dallas,Male,56,43814.0,No
1888,Dallas,Male,59,43134.0,No
1889,Dallas,Female,37,52832.0,Yes
1890,Dallas,Male,32,66049.0,No
1891,Dallas,Male,54,57633.0,No
1892,Dallas,Male,33,51090.0,No
1893,Dallas,Female,39,60528.0,No
1894,Dallas,Female,52,30209.0,No
1895,Dallas,Female,50,31358.0,No
1896,Dallas,Female,63,34062.0,No
1897,Dallas,Male,41,46825.0,No
1898,Dallas,Male,57,59551.0,No
1899,Dallas,Male,42,54122.0,No
1900,Dallas,Male,41,34775.0,No
1901,Dallas,Male,33,38586.0,No
1902,Dallas,Female,26,42673.0,No
1903,Dallas,Female,47,42735.0,No
1904,Dallas,Female,43,35446.0,No
1905,Dallas,Female,60,36730.0,No
1906,Dallas,Female,40,55424.0,No
1907,Dallas,Female,61,56985.0,Yes
1908,Dallas,Female,65,35053.0,No
1909,Dallas,Male,34,48210.0,No
1910,Dallas,Male,39,41900.0,No
1911,Dallas,Female,61,38521.0,No
1912,Dallas,Male,49,43088.0,No
1913,Dallas,Male,60,46831.0,No
1914,Dallas,Male,32,43863.0,No
1915,Dallas,Male,39,57553.0,No
1916,Dallas,Female,39,40728.0,No
1917,Dallas,Female,41,33789.0,No
1918,Dallas,Male,49,44775.0,No
1919,Dallas,Male,43,43616.0,No
1920,Dallas,Female,28,42009.0,No
1921,Dallas,Male,63,57499.0,Yes
1922,Dallas,Male,60,23827.0,Yes
1923,Dallas,Female,57,44907.0,No
1924,Dallas,Male,63,38460.0,No
1925,Dallas,Female,54,39058.0,No
1926,Dallas,Male,29,43430.0,No
1927,Dallas,Female,40,42541.0,No
1928,Dallas,Male,55,36382.0,No
1929,Dallas,Male,31,57790.0,No
1930,Dallas,Female,41,33683.0,No
1931,Dallas,Female,30,17658.0,No
1932,Dallas,Female,59,39407.0,Yes
1933,Dallas,Male,64,57214.0,Yes
1934,Dallas,Female,26,46273.0,No
1935,Dallas,Female,51,40405.0,No
1936,Dallas,Female,25,44527.0,No
1937,Dallas,Male,45,54718.0,No
1938,Dallas,Female,27,38023.0,No
1939,Dallas,Male,27,60077.0,No
1940,Dallas,Female,41,38289.0,No
1941,Dallas,Female,61,18531.0,Yes
1942,Dallas,Male,59,49191.0,No
1943,Dallas,Male,63,38282.0,No
1944,Dallas,Male,39,67833.0,No
1945,Dallas,Male,27,43771.0,No
1946,Dallas,Male,50,39396.0,No
1947,Dallas,Male,54,58654.0,No
1948,Dallas,Male,28,50936.0,No
1949,Dallas,Female,47,38855.0,Yes
1950,Dallas,Male,43,31030.0,No
1951,Dallas,Female,30,38448.0,No
1952,Dallas,Male,54,37616.0,No
1953,Dallas,Female,25,20372.0,No
1954,Dallas,Female,26,39827.0,No
1955,Dallas,Male,51,53728.0,No
1956,Dallas,Female,28,47923.0,No
1957,Dallas,Male,57,49467.0,No
1958,Dallas,Female,43,59074.0,No
1959,Dallas,Male,43,54688.0,No
1960,Dallas,Male,61,43800.0,No
1961,Dallas,Male,48,74719.0,No
1962,Dallas,Male,36,41200.0,No
1963,Dallas,Female,37,49449.0,No
1964,Dallas,Male,34,61938.0,No
1965,Dallas,Female,44,45800.0,No
1966,Dallas,Female,48,26950.0,No
1967,Dallas,Male,27,69800.0,No
1968,Dallas,Male,28,62861.0,No
1969,Dallas,Female,44,47223.0,No
1970,Dallas,Male,43,52453.0,No
1971,Dallas,Male,29,55230.0,No
1972,Dallas,Female,47,41719.0,No
1973,Dallas,Female,47,32258.0,No
1974,Dallas,Male,37,50384.0,No
1975,Dallas,Male,50,47213.0,No
1976,Dallas,Female,33,43131.0,No
1977,Dallas,Female,31,51378.0,No
1978,Dallas,Male,53,59970.0,No
1979,Dallas,Female,40,48589.0,No
1980,Dallas,Female,53,56878.0,No
1981,Dallas,Male,29,47721.0,No
1982,Dallas,Male,30,35623.0,No
1983,Dallas,Male,54,44074.0,No
1984,Dallas,Male,49,57570.0,No
1985,Dallas,Female,45,38798.0,No
1986,Dallas,Male,59,36469.0,No
1987,Dallas,Male,33,50034.0,No
1988,Dallas,Male,29,45462.0,No
1989,Dallas,Female,28,23099.0,No
1990,Dallas,Male,27,34112.0,No
1991,Dallas,Female,51,43536.0,No
1992,Dallas,Male,42,44981.0,No
1993,Dallas,Male,50,45955.0,No
1994,Dallas,Female,43,15573.0,No
1995,Dallas,Female,51,39274.0,No
1996,Dallas,Female,47,51046.0,Yes
1997,Dallas,Male,40,53942.0,No
1998,Dallas,Female,34,39431.0,No
1999,Dallas,Male,37,39156.0,No
2000,Dallas,Male,26,46651.0,No
2001,Dallas,Female,64,29253.0,No
2002,Dallas,Male,29,41819.0,No
2003,Dallas,Male,27,56464.0,No
2004,Dallas,Female,42,35446.0,No
2005,Dallas,Male,56,39470.0,Yes
2006,Dallas,Female,40,27125.0,No
2007,Dallas,Female,59,31268.0,No
2008,Dallas,Male,50,37172.0,No
2009,Dallas,Female,46,40523.0,No
2010,Dallas,Male,56,61271.0,No
2011,Dallas,Female,64,26158.0,No
2012,Dallas,Male,60,56903.0,No
2013,Dallas,Female,63,32352.0,No
2014,Dallas,Female,63,28163.0,No
2015,Dallas,Male,30,36260.0,No
2016,Dallas,Male,54,54682.0,No
2017,Dallas,Male,60,44978.0,No
2018,Dallas,Male,36,69902.0,No
2019,Dallas,Male,51,44091.0,Yes
2020,Dallas,Male,41,58813.0,No
2021,Dallas,Male,56,53280.0,No
2022,Dallas,Male,50,54430.0,No
2023,Dallas,Male,25,63593.0,No
2024,Dallas,Male,61,53902.0,No
2025,Dallas,Female,36,55934.0,No
2026,Dallas,Female,49,41024.0,No
2027,Dallas,Male,38,56065.0,No
2028,Dallas,Female,35,54999.0,No
2029,Dallas,Male,26,36058.0,No
2030,Dallas,Female,57,38256.0,No
2031,Dallas,Male,48,47230.0,No
2032,Dallas,Female,39,37916.0,No
2033,Dallas,Male,48,54886.0,No
2034,Dallas,Male,57,46441.0,No
2035,Dallas,Male,42,55693.0,No
2036,Dallas,Male,50,42225.0,No
2037,Dallas,Female,40,20256.0,No
2038,Dallas,Female,59,49619.0,No
2039,Dallas,Female,44,38947.0,No
2040,Dallas,Female,39,32772.0,No
2041,Dallas,Male,28,29439.0,No
2042,Dallas,Female,55,58519.0,No
2043,Dallas,Female,36,29026.0,No
2044,Dallas,Female,43,41670.0,No
2045,Dallas,Female,27,40388.0,No
2046,Dallas,Male,42,51274.0,No
2047,Dallas,Female,34,54031.0,No
2048,Dallas,Female,25,51433.0,No
2049,Dallas,Male,62,65053.0,No
2050,Dallas,Male,28,49047.0,No
2051,Dallas,Male,42,66953.0,No
2052,Dallas,Male,58,55810.0,No
2053,Dallas,Male,31,41299.0,No
2054,Dallas,Male,52,55761.0,No
2055,Dallas,Male,56,56905.0,No
2056,Dallas,Male,43,54906.0,No
2057,Dallas,Female,31,45997.0,Yes
2058,Dallas,Female,61,28687.0,No
2059,Dallas,Male,30,52203.0,Yes
2060,Dallas,Female,43,49198.0,No
2061,Dallas,Female,30,35505.0,No
2062,Dallas,Male,34,68562.0,No
2063,Dallas,Female,37,30186.0,Yes
2064,Dallas,Male,59,59337.0,No
2065,Dallas,Female,39,43536.0,No
2066,Dallas,Male,46,48276.0,No
2067,Dallas,Male,30,49125.0,No
2068,Dallas,Female,51,30492.0,No
2069,Dallas,Female,36,35434.0,No
2070,Dallas,Female,53,52281.0,No
2071,Dallas,Female,48,42512.0,No
2072,Dallas,Female,32,50648.0,No
2073,Dallas,Male,59,50471.0,No
2074,Dallas,Female,51,36688.0,No
2075,Dallas,Female,59,23573.0,No
2076,Dallas,Male,41,54017.0,Yes
2077,Dallas,Male,48,47864.0,No
2078,Dallas,Male,36,54414.0,No
2079,Dallas,Male,40,47334.0,No
2080,Dallas,Female,59,43901.0,No
2081,Dallas,Male,29,44756.0,No
2082,Dallas,Male,40,48348.0,No
2083,Dallas,Male,42,50820.0,No
2084,Dallas,Male,31,47656.0,No
2085,Dallas,Female,32,45627.0,No
2086,Dallas,Male,48,60598.0,No
2087,Dallas,Male,55,28554.0,No
2088,Dallas,Male,60,59349.0,No
2089,Dallas,Male,26,41253.0,No
2090,Dallas,Female,27,38827.0,No
2091,Dallas,Female,62,46546.0,No
2092,Dallas,Male,25,41013.0,No
2093,Dallas,Male,52,59864.0,No
2094,Dallas,Male,54,65652.0,No
2095,Dallas,Female,64,43021.0,No
2096,Dallas,Male,43,49207.0,No
2097,Dallas,Female,52,37364.0,No
2098,Dallas,Male,57,40743.0,No
2099,Dallas,Female,51,38155.0,No
2100,Dallas,Male,46,54843.0,No
2101,Dallas,Female,55,49982.0,No
2102,Dallas,Male,38,43410.0,No
2103,Dallas,Female,44,54090.0,Yes
2104,Dallas,Female,50,49700.0,No
2105,Dallas,Male,60,55163.0,No
2106,Dallas,Male,44,63899.0,No
2107,Dallas,Female,47,46168.0,No
2108,Dallas,Male,38,47294.0,No
2109,Dallas,Female,29,53708.0,No
2110,Dallas,Female,61,30547.0,No
2111,Dallas,Female,51,53939.0,No
2112,Dallas,Male,61,50052.0,No
2113,Dallas,Female,43,39482.0,Yes
2114,Dallas,Female,50,45960.0,No
2115,Dallas,Female,34,36371.0,Yes
2116,Dallas,Male,37,47653.0,No
2117,Dallas,Male,38,54965.0,No
2118,Dallas,Male,56,39004.0,Yes
2119,Dallas,Female,56,4371.0,No
2120,Dallas,Female,62,65173.0,No
2121,Dallas,Male,56,40608.0,No
2122,Dallas,Male,61,55866.0,No
2123,Dallas,Female,33,30421.0,No
2124,Dallas,Female,34,42659.0,No
2125,Dallas,Female,31,44377.0,No
2126,Dallas,Female,34,37077.0,Yes
